"game_id","play_id","posteam","defteam","play_type","epa"
"2026_01_ARI_LAC",62,"ARI","LAC","pass",1.73026861948892
"2026_01_ARI_LAC",87,"ARI","LAC","run",-0.288451223867014
"2026_01_ARI_LAC",109,"ARI","LAC","pass",-0.889567741425708
"2026_01_ARI_LAC",132,"ARI","LAC","run",2.26213446957991
"2026_01_ARI_LAC",154,"ARI","LAC","pass",0.105275578680448
"2026_01_ARI_LAC",181,"ARI","LAC","run",0.0908104703994468
"2026_01_ARI_LAC",203,"ARI","LAC","run",0.459360566106625
"2026_01_ARI_LAC",225,"ARI","LAC","run",-0.527099344064482
"2026_01_ARI_LAC",247,"ARI","LAC","pass",1.18052008200902
"2026_01_ARI_LAC",272,"ARI","LAC","run",-0.0551801581168547
"2026_01_ARI_LAC",301,"ARI","LAC","run",1.63248223112896
"2026_01_ARI_LAC",364,"LAC","ARI","run",-0.379353810101748
"2026_01_ARI_LAC",386,"LAC","ARI","pass",1.65891221584752
"2026_01_ARI_LAC",411,"LAC","ARI","run",-0.512818679912016
"2026_01_ARI_LAC",433,"LAC","ARI","pass",1.63942066987511
"2026_01_ARI_LAC",458,"LAC","ARI","pass",1.22035161126405
"2026_01_ARI_LAC",483,"LAC","ARI","run",-0.419472706969827
"2026_01_ARI_LAC",505,"LAC","ARI","run",-0.0576623133383691
"2026_01_ARI_LAC",527,"LAC","ARI","run",2.16438095911872
"2026_01_ARI_LAC",590,"ARI","LAC","run",-0.555032577132806
"2026_01_ARI_LAC",612,"ARI","LAC","pass",1.17245625634678
"2026_01_ARI_LAC",678,"ARI","LAC","pass",1.34520767838694
"2026_01_ARI_LAC",703,"ARI","LAC","pass",0.795516364276409
"2026_01_ARI_LAC",728,"ARI","LAC","run",-0.496692745015025
"2026_01_ARI_LAC",753,"ARI","LAC","pass",-0.072578493738547
"2026_01_ARI_LAC",798,"ARI","LAC","pass",-1.1562670624071
"2026_01_ARI_LAC",842,"LAC","ARI","run",0.744389915140346
"2026_01_ARI_LAC",871,"LAC","ARI","pass",0.715658619184978
"2026_01_ARI_LAC",901,"LAC","ARI","pass",-0.451305921771564
"2026_01_ARI_LAC",924,"LAC","ARI","run",-5.19676485145465
"2026_01_ARI_LAC",962,"ARI","LAC","pass",0.788402177393436
"2026_01_ARI_LAC",1018,"ARI","LAC","run",1.3893004192505
"2026_01_ARI_LAC",1045,"ARI","LAC","pass",-0.0762718883343041
"2026_01_ARI_LAC",1072,"ARI","LAC","run",0.25740079022944
"2026_01_ARI_LAC",1094,"ARI","LAC","run",0.872020301409066
"2026_01_ARI_LAC",1150,"ARI","LAC","run",-0.55871752591338
"2026_01_ARI_LAC",1172,"ARI","LAC","pass",0.342615335131995
"2026_01_ARI_LAC",1197,"ARI","LAC","pass",1.82705031277146
"2026_01_ARI_LAC",1222,"ARI","LAC","run",-0.177947170799598
"2026_01_ARI_LAC",1244,"ARI","LAC","pass",-0.273779091658071
"2026_01_ARI_LAC",1269,"ARI","LAC","pass",-1.42329581153599
"2026_01_ARI_LAC",1433,"LAC","ARI","run",-0.458499374100938
"2026_01_ARI_LAC",1455,"LAC","ARI","pass",1.4282386515988
"2026_01_ARI_LAC",1480,"LAC","ARI","run",-0.479183813673444
"2026_01_ARI_LAC",1502,"LAC","ARI","pass",2.10682589269709
"2026_01_ARI_LAC",1527,"LAC","ARI","run",0.634365435515065
"2026_01_ARI_LAC",1549,"LAC","ARI","pass",0.278483934875112
"2026_01_ARI_LAC",1574,"LAC","ARI","run",-0.903470241639297
"2026_01_ARI_LAC",1596,"LAC","ARI","pass",-0.734630779537838
"2026_01_ARI_LAC",1619,"LAC","ARI","run",-0.748905660293531
"2026_01_ARI_LAC",1641,"LAC","ARI","pass",-3.21282949513989
"2026_01_ARI_LAC",1668,"ARI","LAC","run",0.5019991484005
"2026_01_ARI_LAC",1697,"ARI","LAC","pass",0.533840214135125
"2026_01_ARI_LAC",1722,"ARI","LAC","pass",0.300552675034851
"2026_01_ARI_LAC",1781,"ARI","LAC","pass",0.436158669821452
"2026_01_ARI_LAC",1806,"ARI","LAC","pass",-0.512461839593016
"2026_01_ARI_LAC",1836,"ARI","LAC","pass",0.553984326019417
"2026_01_ARI_LAC",1861,"ARI","LAC","pass",-0.595926301670261
"2026_01_ARI_LAC",1993,"LAC","ARI","pass",0.744322631042451
"2026_01_ARI_LAC",2018,"LAC","ARI","run",0.0289501356892288
"2026_01_ARI_LAC",2040,"LAC","ARI","run",0.235407171305269
"2026_01_ARI_LAC",2109,"LAC","ARI","run",-0.4640786529053
"2026_01_ARI_LAC",2131,"LAC","ARI","pass",-1.57411813619547
"2026_01_ARI_LAC",2174,"ARI","LAC","run",-0.497949591372162
"2026_01_ARI_LAC",2203,"ARI","LAC","pass",2.77394440374337
"2026_01_ARI_LAC",2228,"ARI","LAC","run",-0.58442894066684
"2026_01_ARI_LAC",2252,"ARI","LAC","pass",1.34636709582992
"2026_01_ARI_LAC",2277,"ARI","LAC","pass",1.081997706322
"2026_01_ARI_LAC",2302,"ARI","LAC","run",0.669232377898879
"2026_01_ARI_LAC",2324,"ARI","LAC","run",-0.847926538437605
"2026_01_ARI_LAC",2346,"ARI","LAC","pass",-0.782028123969212
"2026_01_ARI_LAC",2369,"ARI","LAC","pass",-0.814271500842221
"2026_01_ARI_LAC",2481,"LAC","ARI","run",-0.469500589650124
"2026_01_ARI_LAC",2503,"LAC","ARI","run",-0.530734994332306
"2026_01_ARI_LAC",2530,"LAC","ARI","pass",2.60120518843178
"2026_01_ARI_LAC",2596,"ARI","LAC","pass",-0.632241252809763
"2026_01_ARI_LAC",2619,"ARI","LAC","pass",0.0405983715318143
"2026_01_ARI_LAC",2644,"ARI","LAC","pass",1.85618410492316
"2026_01_ARI_LAC",2680,"ARI","LAC","run",-0.241998974233866
"2026_01_ARI_LAC",2702,"ARI","LAC","pass",0.927245445549488
"2026_01_ARI_LAC",2751,"ARI","LAC","pass",-0.639965065289289
"2026_01_ARI_LAC",2781,"ARI","LAC","pass",-1.0320623437874
"2026_01_ARI_LAC",2804,"ARI","LAC","pass",-1.01741548115388
"2026_01_ARI_LAC",2849,"LAC","ARI","pass",0.187248965259641
"2026_01_ARI_LAC",2886,"LAC","ARI","run",0.412012620130554
"2026_01_ARI_LAC",2932,"LAC","ARI","pass",-0.666090465849265
"2026_01_ARI_LAC",2955,"LAC","ARI","run",-1.01762354047969
"2026_01_ARI_LAC",2977,"LAC","ARI","pass",-1.02852114057168
"2026_01_ARI_LAC",3035,"ARI","LAC","run",-0.568547169445083
"2026_01_ARI_LAC",3077,"ARI","LAC","pass",-0.25328031857498
"2026_01_ARI_LAC",3102,"ARI","LAC","pass",-0.79735354706645
"2026_01_ARI_LAC",3155,"LAC","ARI","pass",-1.2873175831046
"2026_01_ARI_LAC",3175,"LAC","ARI","pass",-0.44063282944262
"2026_01_ARI_LAC",3200,"LAC","ARI","pass",-1.14531577331945
"2026_01_ARI_LAC",3261,"ARI","LAC","run",-0.381938267382793
"2026_01_ARI_LAC",3285,"ARI","LAC","pass",1.1799865840585
"2026_01_ARI_LAC",3347,"LAC","ARI","pass",0.809230150654912
"2026_01_ARI_LAC",3372,"LAC","ARI","run",-0.149919551797211
"2026_01_ARI_LAC",3394,"LAC","ARI","pass",0.637983086518943
"2026_01_ARI_LAC",3419,"LAC","ARI","pass",-2.34865460090805
"2026_01_ARI_LAC",3467,"ARI","LAC","run",-0.589360890327953
"2026_01_ARI_LAC",3496,"ARI","LAC","run",0.117391710169613
"2026_01_ARI_LAC",3518,"ARI","LAC","pass",1.25957663264126
"2026_01_ARI_LAC",3543,"ARI","LAC","run",0.261024783132598
"2026_01_ARI_LAC",3565,"ARI","LAC","run",0.557213853579015
"2026_01_ARI_LAC",3587,"ARI","LAC","run",-0.320186435710639
"2026_01_ARI_LAC",3609,"ARI","LAC","run",-0.00279047386720777
"2026_01_ARI_LAC",3631,"ARI","LAC","pass",-1.59611808508635
"2026_01_ARI_LAC",3686,"LAC","ARI","run",0.73423968476709
"2026_01_ARI_LAC",3713,"LAC","ARI","pass",-0.573017358779907
"2026_01_ARI_LAC",3821,"LAC","ARI","pass",-0.61730347853154
"2026_01_ARI_LAC",3849,"LAC","ARI","pass",0.0714720042888075
"2026_01_ARI_LAC",3881,"LAC","ARI","pass",-2.02781349141151
"2026_01_ARI_LAC",3917,"ARI","LAC","run",-1.50295499042841
"2026_01_ARI_LAC",3939,"ARI","LAC","run",-0.307021840242669
"2026_01_ARI_LAC",3968,"ARI","LAC","run",0.366849836387501
"2026_01_ARI_LAC",4027,"LAC","ARI","pass",-1.11723964556586
"2026_01_ARI_LAC",4047,"LAC","ARI","pass",-0.479509291821159
"2026_01_ARI_LAC",4070,"LAC","ARI","pass",-0.238456208375283
"2026_01_ARI_LAC",4095,"LAC","ARI","pass",-1.76426373823779
"2026_01_ATL_PIT",68,"PIT","ATL","pass",-0.486624904675409
"2026_01_ATL_PIT",100,"PIT","ATL","run",-0.495858779642731
"2026_01_ATL_PIT",122,"PIT","ATL","pass",-1.57847676286474
"2026_01_ATL_PIT",164,"ATL","PIT","run",-0.481132688000798
"2026_01_ATL_PIT",186,"ATL","PIT","pass",-0.146002063527703
"2026_01_ATL_PIT",211,"ATL","PIT","pass",-2.05424473574385
"2026_01_ATL_PIT",268,"PIT","ATL","run",0.136999298119918
"2026_01_ATL_PIT",298,"PIT","ATL","pass",0.776716134278104
"2026_01_ATL_PIT",323,"PIT","ATL","pass",0.15378972585313
"2026_01_ATL_PIT",348,"PIT","ATL","pass",1.47647841775324
"2026_01_ATL_PIT",373,"PIT","ATL","run",-0.489191850996576
"2026_01_ATL_PIT",395,"PIT","ATL","pass",-0.644343620631844
"2026_01_ATL_PIT",418,"PIT","ATL","pass",-1.37764919079173
"2026_01_ATL_PIT",491,"ATL","PIT","pass",0.493519854731858
"2026_01_ATL_PIT",516,"ATL","PIT","run",0.313327288255095
"2026_01_ATL_PIT",543,"ATL","PIT","pass",0.472829979145899
"2026_01_ATL_PIT",571,"ATL","PIT","run",0.587342152372003
"2026_01_ATL_PIT",600,"ATL","PIT","run",-0.484406529925764
"2026_01_ATL_PIT",655,"ATL","PIT","pass",-0.91247421503067
"2026_01_ATL_PIT",678,"ATL","PIT","pass",-1.11273427121341
"2026_01_ATL_PIT",721,"PIT","ATL","pass",0.72925624018535
"2026_01_ATL_PIT",758,"PIT","ATL","run",0.146940794074908
"2026_01_ATL_PIT",783,"PIT","ATL","run",-0.467919509159401
"2026_01_ATL_PIT",805,"PIT","ATL","pass",-5.12980534823146
"2026_01_ATL_PIT",851,"ATL","PIT","run",-0.173887885524891
"2026_01_ATL_PIT",873,"ATL","PIT","run",-0.672660730779171
"2026_01_ATL_PIT",895,"ATL","PIT","pass",3.62281989026815
"2026_01_ATL_PIT",1000,"PIT","ATL","run",-0.246459727408364
"2026_01_ATL_PIT",1042,"PIT","ATL","run",-1.16403000801802
"2026_01_ATL_PIT",1105,"PIT","ATL","pass",-0.449987247237004
"2026_01_ATL_PIT",1128,"PIT","ATL","pass",1.14407132560154
"2026_01_ATL_PIT",1153,"PIT","ATL","run",-0.261912509158719
"2026_01_ATL_PIT",1175,"PIT","ATL","pass",-0.497316004475579
"2026_01_ATL_PIT",1200,"PIT","ATL","pass",-1.29242037715189
"2026_01_ATL_PIT",1294,"ATL","PIT","pass",-4.75561617780477
"2026_01_ATL_PIT",1326,"PIT","ATL","pass",1.22231717425166
"2026_01_ATL_PIT",1351,"PIT","ATL","pass",0.428306210262235
"2026_01_ATL_PIT",1376,"PIT","ATL","pass",-0.911695131740998
"2026_01_ATL_PIT",1399,"PIT","ATL","pass",2.5222247413476
"2026_01_ATL_PIT",1469,"ATL","PIT","run",0.151878551812842
"2026_01_ATL_PIT",1491,"ATL","PIT","run",0.507809359580278
"2026_01_ATL_PIT",1513,"ATL","PIT","pass",-0.778699512593448
"2026_01_ATL_PIT",1544,"ATL","PIT","pass",1.03537233150564
"2026_01_ATL_PIT",1569,"ATL","PIT","run",-2.7482511147391
"2026_01_ATL_PIT",1633,"PIT","ATL","run",-0.415078445570543
"2026_01_ATL_PIT",1696,"PIT","ATL","pass",-0.671579747926444
"2026_01_ATL_PIT",1743,"PIT","ATL","pass",-0.543170928722247
"2026_01_ATL_PIT",1803,"ATL","PIT","pass",0.534209395991638
"2026_01_ATL_PIT",1828,"ATL","PIT","run",0.0145162354456261
"2026_01_ATL_PIT",1850,"ATL","PIT","run",-0.471678967180196
"2026_01_ATL_PIT",1908,"ATL","PIT","pass",-0.63444172241725
"2026_01_ATL_PIT",1931,"ATL","PIT","pass",-0.365283861139991
"2026_01_ATL_PIT",1984,"PIT","ATL","pass",-0.313265343662351
"2026_01_ATL_PIT",2016,"PIT","ATL","pass",-0.0610646273707971
"2026_01_ATL_PIT",2094,"PIT","ATL","pass",2.20001411717385
"2026_01_ATL_PIT",2119,"PIT","ATL","pass",-0.338582761702128
"2026_01_ATL_PIT",2142,"PIT","ATL","run",-1.06058412103448
"2026_01_ATL_PIT",2164,"PIT","ATL","pass",-0.995252831664402
"2026_01_ATL_PIT",2194,"PIT","ATL","pass",-1.84454587288201
"2026_01_ATL_PIT",2257,"ATL","PIT","pass",-0.259489755961113
"2026_01_ATL_PIT",2280,"ATL","PIT","pass",-0.108711670909543
"2026_01_ATL_PIT",2305,"ATL","PIT","pass",-0.25037467997754
"2026_01_ATL_PIT",2397,"PIT","ATL","pass",-0.0311339543550275
"2026_01_ATL_PIT",2420,"PIT","ATL","pass",0.357924796757288
"2026_01_ATL_PIT",2445,"PIT","ATL","pass",-0.436910713848192
"2026_01_ATL_PIT",2515,"ATL","PIT","run",0.156362076289952
"2026_01_ATL_PIT",2537,"ATL","PIT","run",-0.567967423703521
"2026_01_ATL_PIT",2561,"ATL","PIT","run",1.31442130124196
"2026_01_ATL_PIT",2583,"ATL","PIT","run",0.0672735653351992
"2026_01_ATL_PIT",2605,"ATL","PIT","run",1.11701260204427
"2026_01_ATL_PIT",2638,"ATL","PIT","run",-0.450034664245322
"2026_01_ATL_PIT",2660,"ATL","PIT","pass",-0.616387572255917
"2026_01_ATL_PIT",2683,"ATL","PIT","pass",-1.06210690983349
"2026_01_ATL_PIT",2727,"PIT","ATL","run",-0.084652850870043
"2026_01_ATL_PIT",2756,"PIT","ATL","run",-0.852674192981794
"2026_01_ATL_PIT",2778,"PIT","ATL","pass",-1.48288283566944
"2026_01_ATL_PIT",2848,"ATL","PIT","run",0.502060631290078
"2026_01_ATL_PIT",2881,"ATL","PIT","run",-0.44545435346663
"2026_01_ATL_PIT",2903,"ATL","PIT","pass",3.037238528952
"2026_01_ATL_PIT",2939,"ATL","PIT","run",-0.523144420003518
"2026_01_ATL_PIT",2961,"ATL","PIT","pass",-0.865659757750109
"2026_01_ATL_PIT",2984,"ATL","PIT","pass",-1.79009042866528
"2026_01_ATL_PIT",3030,"PIT","ATL","pass",1.96398748410866
"2026_01_ATL_PIT",3091,"PIT","ATL","pass",0.576611496508121
"2026_01_ATL_PIT",3116,"PIT","ATL","pass",-0.483431380009279
"2026_01_ATL_PIT",3146,"PIT","ATL","pass",-1.7538666925393
"2026_01_ATL_PIT",3169,"PIT","ATL","pass",-2.80534267192706
"2026_01_ATL_PIT",3192,"ATL","PIT","pass",1.90560161822941
"2026_01_ATL_PIT",3240,"ATL","PIT","run",-0.805810410995036
"2026_01_ATL_PIT",3262,"ATL","PIT","pass",-1.68416358705144
"2026_01_ATL_PIT",3282,"ATL","PIT","run",-0.208708387291553
"2026_01_ATL_PIT",3354,"PIT","ATL","pass",-0.49185008648783
"2026_01_ATL_PIT",3379,"PIT","ATL","pass",-0.124803070444614
"2026_01_ATL_PIT",3404,"PIT","ATL","pass",-1.61264810431749
"2026_01_ATL_PIT",3456,"ATL","PIT","run",1.42721497407183
"2026_01_ATL_PIT",3498,"ATL","PIT","run",-0.80594483204186
"2026_01_ATL_PIT",3525,"ATL","PIT","pass",-8.2899881885387
"2026_01_ATL_PIT",3598,"ATL","PIT","run",1.04338356293738
"2026_01_ATL_PIT",3620,"ATL","PIT","pass",1.29421773762442
"2026_01_ATL_PIT",3645,"ATL","PIT","run",-0.188145243329927
"2026_01_ATL_PIT",3667,"ATL","PIT","run",0.585678446106613
"2026_01_ATL_PIT",3689,"ATL","PIT","run",-1.57551697449322
"2026_01_ATL_PIT",3769,"PIT","ATL","run",0.50764916324988
"2026_01_ATL_PIT",3791,"PIT","ATL","run",0.843999570468441
"2026_01_ATL_PIT",3816,"PIT","ATL","pass",-0.26297529740259
"2026_01_ATL_PIT",3841,"PIT","ATL","pass",-0.453057920210995
"2026_01_ATL_PIT",3873,"PIT","ATL","pass",-2.54481542604452
"2026_01_ATL_PIT",3914,"ATL","PIT","run",0.926343502709642
