"game_id","play_id","posteam","defteam","play_type","desc","epa","bottom_5","top_5","outlier"
"2026_01_ARI_LAC",3713,"LAC","ARI","pass","(4:36) (Shotgun) 10-J.Herbert pass incomplete short left to 1-Q.Johnston (55-D.Stills).",-0.573017358779907,FALSE,FALSE,FALSE
"2026_01_ARI_LAC",3821,"LAC","ARI","pass","(4:28) (Shotgun) 10-J.Herbert pass incomplete deep right to 9-T.Harris (13-K.Clark).",-0.61730347853154,FALSE,FALSE,FALSE
"2026_01_ARI_LAC",3849,"LAC","ARI","pass","(4:24) (Shotgun) 10-J.Herbert pass short right to 83-D.Njoku pushed ob at LAC 23 for 12 yards (29-D.Burke).",0.0714720042888075,FALSE,FALSE,FALSE
"2026_01_ARI_LAC",3881,"LAC","ARI","pass","(4:17) (Shotgun) 10-J.Herbert pass short right to 83-D.Njoku to LAC 38 for 15 yards (2-W.Johnson; 28-A.Wingard). Penalty on LAC-83-D.Njoku, Offensive Pass Interference, declined.",-2.02781349141151,TRUE,FALSE,TRUE
"2026_01_ARI_LAC",3917,"ARI","LAC","run","(4:09) 22-T.Allgeier up the middle to LAC 36 for 2 yards (53-D.Phillips; 52-K.Mack).",-1.50295499042841,FALSE,FALSE,FALSE
"2026_01_ARI_LAC",3939,"ARI","LAC","run","(4:06) 22-T.Allgeier up the middle to LAC 33 for 3 yards (4-T.Still; 94-D.Tomlinson).",-0.307021840242669,FALSE,FALSE,FALSE
"2026_01_ARI_LAC",3968,"ARI","LAC","run","(3:21) 22-T.Allgeier up the middle to LAC 30 for 3 yards (92-J.Eboigbe).",0.366849836387501,FALSE,FALSE,FALSE
"2026_01_ARI_LAC",4027,"LAC","ARI","pass","(2:33) (Shotgun) 10-J.Herbert sacked at LAC 27 for -8 yards (sack split by 3-B.Baker and 50-J.Gibbens).",-1.11723964556586,FALSE,FALSE,FALSE
"2026_01_ARI_LAC",4047,"LAC","ARI","pass","(2:07) (No Huddle, Shotgun) 10-J.Herbert pass incomplete short right to 1-Q.Johnston.",-0.479509291821159,FALSE,FALSE,FALSE
"2026_01_ARI_LAC",4070,"LAC","ARI","pass","(2:04) (Shotgun) 10-J.Herbert pass short middle to 9-T.Harris to LAC 38 for 11 yards (3-B.Baker).",-0.238456208375283,FALSE,FALSE,FALSE
"2026_01_ARI_LAC",4095,"LAC","ARI","pass","(2:00) (Shotgun) 10-J.Herbert pass short left to 86-O.Gadsden to LAC 44 for 6 yards (2-W.Johnson; 1-Ma.Wilson).",-1.76426373823779,TRUE,FALSE,TRUE
"2026_01_ATL_PIT",68,"PIT","ATL","pass","(14:54) (Shotgun) 8-A.Rodgers pass incomplete short right.",-0.486624904675409,FALSE,FALSE,FALSE
"2026_01_ATL_PIT",100,"PIT","ATL","run","(14:48) 30-J.Warren left tackle to PIT 42 for 4 yards (29-S.Brown).",-0.495858779642731,FALSE,FALSE,FALSE
"2026_01_ATL_PIT",122,"PIT","ATL","pass","(14:03) (Shotgun) 8-A.Rodgers pass incomplete deep left to 4-D.Metcalf.",-1.57847676286474,FALSE,FALSE,FALSE
