"game_id","season","gameday","home_team","away_team","home_score","away_score"
"2026_01_NE_SEA",2026,"2026-09-09","SEA","NE",13,10
"2026_01_SF_LA",2026,"2026-09-10","LA","SF",7,27
"2026_01_CHI_CAR",2026,"2026-09-13","CAR","CHI",37,59
"2026_01_TB_CIN",2026,"2026-09-13","CIN","TB",33,27
"2026_01_NO_DET",2026,"2026-09-13","DET","NO",31,30
"2026_01_BUF_HOU",2026,"2026-09-13","HOU","BUF",31,36
"2026_01_BAL_IND",2026,"2026-09-13","IND","BAL",23,41
"2026_01_CLE_JAX",2026,"2026-09-13","JAX","CLE",34,10
"2026_01_ATL_PIT",2026,"2026-09-13","PIT","ATL",20,13
"2026_01_NYJ_TEN",2026,"2026-09-13","TEN","NYJ",10,23
"2026_01_ARI_LAC",2026,"2026-09-13","LAC","ARI",14,26
"2026_01_MIA_LV",2026,"2026-09-13","LV","MIA",27,13
"2026_01_GB_MIN",2026,"2026-09-13","MIN","GB",39,22
"2026_01_WAS_PHI",2026,"2026-09-13","PHI","WAS",24,22
"2026_01_DAL_NYG",2026,"2026-09-13","NYG","DAL",28,20
"2026_01_DEN_KC",2026,"2026-09-14","KC","DEN",31,10
